Channel,HbO_mean,HbO_std,HbO_peak,HbO_time_to_peak,HbO_auc,HbR_mean,HbR_std,HbR_peak,HbR_time_to_peak,HbR_auc,HbO_HbR_ratio
1,0.0009115194416393329,0.004012654952395239,0.0062529552598659215,2.4000000000000004,0.00904372965290337,-0.0037100339190675354,0.004961651639062084,-0.010371646198305192,6.5,-0.03712898832966788,0.8990097450896998
2,-0.0007635849161919845,0.0011692699628733983,0.0005850146678853853,1.2000000000000002,-0.007646859027100722,-0.002300063313906789,0.0018635529528567639,-0.00518613980372626,4.0,-0.022986397067665344,0.458183928847265
